Sentence,Offensive,Split
@USER @USER I gotta see that hoe in person cause I'm sleeping on that hoe for now,1,0
@USER @USER da fuck that hoe look sad,1,0
@USER lol he still a lil bitch,1,0
"@USER hoes not women, like to be the center of attention",1,0
@USER We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass,1,0
@USER these kids are pussies. We got a white trash kid &amp; a ThugNasty wanna be up in here &#128514;,1,0
@USER take your queer ass dubstep out of here,1,0
@USER We had a Pacer in the 70s &amp; I 'member loving when Hair of the Dog came on the quadraphonic stereo so I could say bitchlol,1,0
@USER lmao u ain't a savage &#128514;&#128514; these hoes for everybody,1,0
@USER @USER I didn't spoil anything &amp; you should have been watched it nigger nig nog,1,0
@USER all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass,1,0
@USER post the bid where you tell that nig to use the jab,1,0
"@USER @USER @USER @USER @USER @USER Wait,wait,wait, The new one or the EP?Son of a bitch Lucky ;)",1,0
@USER I've decided that #BullsNation are retarded. #love,1,0
@USER @USER @USER @USER @USER Hookers are always complimentary-who wants to be with a bitch?,1,0
@USER @USER @USER pussies,1,0
"@USER I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden",1,0
"@USER Spurs bitch that's the team, you dont want no problems",1,0
"@USER you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!",1,0
@USER @USER bitch mind your business,1,0
@USER @USER oh you mean like how you started to be a cunt to JP about something that has nothing to do with you?,1,0
@USER your man looks terrified in that picture. Do you beat him? Or just treat him like a regular bitch?,1,0
"@USER Now, mfa don't wanna spend a dime wit em. Prolly out here yelling money over bitches.",1,0
@USER I just really miss you and I know we can drink it off and talk about all of our problems like basic bitches,1,0
@USER waddup doe Lil nicca,1,0
@USER Punk ass bitch. #BullsTalk,1,0
@USER i wanna be that white nigga chillin in my mini cooper just throwin money at bitches,1,0
@USER press start bitch &#128529;,1,0
@USER @USER a fucking verse from Don trip bitch stop assuming shit,1,0
@USER who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil bitch. Kay bye(:,1,0
@USER that nigga was eating that hoe lol,1,0
@USER you da realest bitch out here Amber,1,0
@USER hoe ass nigga. &#128529;,1,0
@USER sockin bitches in they mouf,1,0
@USER ghetto ass Pocahontas .,1,0
@USER &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit,1,0
@USER @USER wussup bitch,1,0
@USER bitch im too mad im finna throw this bitch outside,1,0
@USER bitch u 1,1,0
@USER bitch u bs how fck yah &#9996;&#65039;&#128553;&#128514;&#128514;&#128080;&#128079;&#128526;&#128129;,1,0
@USER dam bitch,1,0
@USER wussup bitch,1,0
"@USER &#128514; das new bae , my bitch bad or naw lmao",1,0
@USER &#128514;&#128514; bitches aint shit,1,0
@USER I can't bitch,1,0
@USER bitch I know stfu &#128514;,1,0
@USER to lay up w my bitch,1,0
@USER umm bitch hello I was not alive so I clearly DOBT have it,1,0
"@USER You don't know what I know. Name somebody colder, you monkey faced immigrant",1,0
@USER @USER @USER @USER elissa is such a fake cunt,1,0
@USER @USER all hoes singing it too,1,0
@USER @USER damn that hoe just came out but look at how many hoes said his shit jamming on my shit,1,0
@USER @USER lmaooo I wanted them hoes she was suppose to hold em,1,0
@USER @USER lmaooo niggas ain't but hoes is I think I'm winning,1,0
@USER @USER lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you,1,0
@USER @USER me either but if the bitch like put on that Beyonc&#233; nigga ain't gone hesitate,1,0
@USER @USER whatever turn them hoes on z-Ro ain't gone get the bitch wet,1,0
@USER I fuck with Takeoff nigga get on the bitch and just snap,1,0
@USER lol that hoe for 5yr old,1,0
@USER naw where can I see that hoe at,1,0
@USER wiz had a warrant like a bitch,1,0
@USER yea he coming back him big rod doing something for that hoe,1,0
@USER NFN you bitch to much.,1,0
"@USER I'm not Hollywood at all my nig, u brought me to twitter n bounced",1,0
@USER a young nigga turned into Mr. CATCHMEIFYOUCAN....I'm in da field my nig #WEDAOPPS #FUKEMWEBALL,1,0
"@USER he a real nigga tho, that bitch know her place",1,0
"@USER weeknd dont save hoes b, idunno bout Drake",1,0
"@USER weeknd make muzik for the hoes b, im tryna meet these women he be talkin bout",1,0
"@USER What can I say, Im a stubborn son of a bitch.",1,0
@USER bitch im 17? And i didnt follow you..? Hahaha,1,0
@USER haha i dont remember following you but ok? Get your pannies out of of bunch cunt,1,0
@USER Damn i wanted to buy that bitch that shit was tough,1,0
@USER I know bro nigga seen a 7'1 African playing Guard and was handling the hoe,1,0
@USER Lebron brought the bitch down to his knees chill,1,0
@USER who all in that hoe,1,0
@USER bitch,1,0
@USER bitch I'm not coming no more you said your making plans !,1,0
@USER bitch I'm talm bout at like 10 &#9995;&#128514;,1,0
@USER bitch ion got no attitude &#9995;&#128514;&#128557; sorry hoe I'm shaded Rn,1,0
@USER bitch you NOT either bye &#128514;,1,0
@USER bitch you still subtweets but not replying though &#128514;&#128557;&#128524;,1,0
@USER oh bitch but you couldn't answer mine when I needed a paccage delivered to your house ! So Fucc off &#128514;&#128557;,1,0
@USER omg bitch go to sleep it was JUST a coincidence huh ? &#9995;&#128514;,1,0
"@USER she's wearing the same shirt, what a bitch.",1,0
@USER self low down black bitch?,1,0
@USER negro please...I got a job now lmao,1,0
@USER shoulda told her yeah if I can take you home for pussy lol,1,0
@USER bitch bye you can't get it,1,0
@USER bitch is you drunk or nah,1,0
@USER it's almost ya fucking birthday. So act right niglet,1,0
@USER @USER @USER @USER would I be a bitch if I said yea but never told you where I stay at?,1,0
@USER You/ @USER brought it up first with the allusion that she's a hoe. @USER @USER,1,0
@USER text me niggah!,1,0
@USER @USER yes because I too want to be fat and have a fat bitch wife,1,0
@USER way to delete your tweets you stanky bitch,1,0
@USER pussy,1,0
@USER these bitches need guidance.,1,0
@USER Homeee fag,1,0
@USER @USER I was 200 bitch,1,0
@USER you become retarded,1,0
@USER Vegeta a super hoe then. But he did snack Goni up something fierce during Buu saga :wow:,1,0
@USER cause hes a faggot,1,0
"@USER Dunleavy, my cracker ass honkie",1,0
@USER fucc droppin songs when yu gon drop a mixtape nicca,1,0
@USER damn! Thot I blocked ur fuzzy butt. Have now. &#128541; @USER @USER @USER @USER @USER,1,0
@USER ok! you billy goat hair hillbilly,1,0
@USER you said good bye dumb bitch snd i said ok..what is it with you white devils...i have nothing for you vampire lover of blood,1,0
@USER you motherfuckin' bullshit slingin' son of a whore! you disgraced all vets with ur crap. now go off to pussy land where u belong,1,0
@USER dont be a bitch.,1,0
@USER pussy ass nigga.,1,0
@USER @USER @USER Dawson and Nicky Hickman delete the fake account and and stop being bitches,1,0
@USER @USER @USER Right in the pussy,1,0
@USER fugly bitch john will dump ur ratchet ass,1,0
@USER ugly flat chested prude ass white bitch,1,0
"@USER So I guess that makes us blacks double niggers, huh?",1,0
@USER naw u just retarded kinfolk lol,1,0
@USER Did you just call My Sweet Baboo a ho?!?!,1,0
@USER and btw don't ever bring up past hoes wit yo ol lady I took that L in HS tryna be semi honest smh,1,0
"@USER why she a hoe we know about 5 dudes that hit Kim, 5 these hoes out here doing that in a week",1,0
"@USER - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; Lydia said I'll turn all you hoes out, fwm! &#128553;&#128557;",1,0
@USER I would dead upper cut that bitch,1,0
@USER maas mermaid and sharkette pussy,1,0
@USER my nigga what her pussy smell like?,1,0
@USER c'mon pussy,1,0
@USER I'm in this bitch on some insomnia shit. Been in bed since midnight.,1,0
@USER someone sent this to me months ago bitch,1,0
@USER @USER @USER lmaooo coley just whammmmed him add this to it swervee bitch,1,0
@USER @USER bitch dat was a low blow,1,0
@USER bitch dats yo sahara desert ass,1,0
@USER bitch do I look white to u,1,0
@USER bitch kill yo self,1,0
@USER bitch stop takin my shit ooo I hate u u dumb bitch,1,0
@USER bitch watch tf out u on moose meat now,1,0
@USER didn't I just say I thought u told me to delete them so I deleted them bitch,1,0
@USER fuck u u dumb ass bitch hoe,1,0
@USER lol bitch u forcin it have a glass of water bitch u a lil thirsty for the puss thang,1,0
@USER my bad bitch ayeee URL,1,0
@USER yes bitch I do realize dat,1,0
@USER damn son maybe he didn't know it was ya piece.. He was just Tryna get some pussy breh,1,0
@USER nigga byeeeee lmfao I'll be dammed if a fag stole my girl,1,0
@USER @USER a major league bitch too!,1,0
@USER im goin now so be expecting to get slept faggot,1,0
@USER hahaha thanks bitch!! &#128514;,1,0
@USER thisty hoe,1,0
@USER bitch my phones gonna die in serious I got hot pockets,1,0
@USER *hoes,1,0
@USER damn bro.. ps4 trash lol,1,0
@USER just found u and fuck is my cock hard! Love your dripping pussy,1,0
@USER god wrote em now think again coon,1,0
@USER hell Idk who did but that pussy better be golden,1,0
@USER lmaoooo aye people person so you know lil Rico got hoes hahaha,1,0
@USER I thought you'd get the hint that we know you're a fake cunt and delete your fake account.,1,0
@USER these hoes really out here,1,0
"@USER @USER @USER The same guy who thinks he can slang around bitch without it being offensive, apparently.",1,0
"@USER Don't make me draw you like one of my Franch bitches, heffa.",1,0
@USER cause of the loads of pussy you get right,1,0
@USER cuz people at work are bitches they shit talkers and yeah dude I need a girls night out -___-,1,0
@USER haha yes niggah but yesterday night Idk man it hit me at night like around 2 in the morning didn't go to sleep till like 4..,1,0
@USER see bro pussy changes you &#128514;&#128514;&#128557;&#128527;&#128527;,1,0
@USER yeah bitch hit me up when you get friend zoned Brody &#128076;&#128175;&#128175;,1,0
@USER yeah right pussy !,1,0
@USER @USER @USER he's a cheating wetback,1,0
@USER @USER @USER he called the Kidd a pussy or something,1,0
@USER I couldn't find the regular one faggot,1,0
@USER @USER I likes yo page. I wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis,1,0
@USER cdfu bitch you fried,1,0
"@USER Makes you a pussy. Making stupid internet threats. You're a child and if it is about you which idk if it is, it's probably deserved.",1,0
@USER @USER go buy them bitches,1,0
@USER shown* a tiny kitten you dumb fucking cunt,1,0
@USER @USER plot twist he is a faggot,1,0
@USER my brother. Where tf you been at negro,1,0
@USER You ready to make this stats test our bitch?!,1,0
"@USER some people do shit to get shot at and then be like people hate me, I dodge bullets. Karma is bitch.",1,0
@USER @USER mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan,1,0
@USER @USER Chatt niccas love doin dat brah,1,0
@USER lol hell ya dey think a nicca down der #roadrunnin,1,0
@USER bitch yu not safe! URL,1,0
"@USER I view hackers on the same level as shoplifters - bitch slapped into the lake and held until drowning. Harsh, but yeah. Hate.",1,0
@USER @USER I bet I can pull at lease 3 bitches with them &#128514;&#128514;,1,0
@USER @USER @USER @USER look at ur avi u fag,1,0
@USER @USER you a bitch Dennis,1,0
@USER bitch don't b a hypocrite,1,0
@USER cuz I was gunna smoke u out today. U a bitch tho,1,0
@USER see thats all gill and green bitch ass they didn't help me get my schools either. Y'all still in the tournament,1,0
@USER @USER you my niggah though Daniel! Lol,1,0
@USER you a poop. :( see I'm going all ghetto talk. Wtf!,1,0
@USER &#128514;&#128514; I'm Finna DM you the pic Bruh these hoes funny,1,0
@USER my nicca,1,0
@USER y'all niccas spark up,1,0
@USER @USER @USER you. A bitch too,1,0
@USER I'm here now hoe,1,0
@USER @USER @USER I guess that dumb bitch but we all need to drink some time my place an fuck someone up haha,1,0
@USER laying in bed bout to pass out 630 is gonna be a bitch,1,0
@USER haha just kiddin but ya we should and get that fag @USER to come and well go fishin or some shit,1,0
"@USER pulled up in that bulbasuar, you know I'm bout to make yo girl pussy sore",1,0
@USER bitch I got some bloods dat hang in la,1,0
"@USER @USER @USER @USER @USER fuck off lil bitch, prolly gotta lil dick",1,0
@USER gotta keep your bitch in check,1,0
@USER choke on bread bitch,1,0
@USER @USER ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day,1,0
@USER Hell na !! Hes a honky brah,1,0
@USER pussy,1,0
@USER no I wuz just making a general statement. I've never called u a bitch,1,0
@USER I know these hoes ain't right,1,0
@USER ya but you can't because its a real account dumb bitch I go to wams fucking bitch,1,0
@USER nigga grow some balls and concentrate pussy!!,1,0
@USER dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape&#128517;&#128514;,1,0
"@USER I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that",1,0
@USER bitch ass nigga Rico &#128530;,1,0
@USER awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy,1,0
@USER boy look like a Slave on that hoe,1,0
@USER lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast,1,0
"@USER No problem, remembering all those quirks can be a real bitch.",1,0
@USER come over hoe,1,0
@USER perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns,1,0
@USER all bitches eh. hahah,1,0
"@USER i just cant stand how people get all fucking amped about it, especially whiny bitches that even get scared at it",1,0
@USER nigga fuck you. Some plano schools go hard then a bitch way better than Richardson.,1,0
@USER I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.,1,0
"@USER @USER @USER another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot",1,0
"@USER idk , I gotta think about it cause them bitches small as shit",1,0
@USER that ugly ass picture and thanks bitch,1,0
@USER she might be the one DONT be a bitch,1,0
@USER @USER I couldn't care LESS about these bitches!!!,1,0
@USER the fck? dem bitches always got sum shit wit them....,1,0
@USER - pussy &amp; purp.&#128514;,1,0
@USER hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass,1,0
@USER shut your mouth you little fuckin bitch,1,0
@USER you dirty little bitch,1,0
@USER lol tell dat white bitch I said hey,1,0
@USER @USER @USER @USER @USER @USER I'm coming bitches.,1,0
@USER u knw me homie!!! show the bitches no love!!!,1,0
@USER ur moms pussy died a slow death so well have good company #virgin,1,0
@USER bitches be like.. it means something to me,1,0
@USER @USER gotta be atleast 5'10 to call me a bitch lol,1,0
@USER fag*,1,0
@USER Lol that nigga a real retard,1,0
@USER shes a bad bitch,1,0
@USER did you smile like a retard when you were a kid? It took me till like 5th grade before I learned how to naturally smile,1,0
@USER @USER &#128514;&#128514;&#128514; Idgaf man fuck them hoes ... They nice to look at but they ain't for me,1,0
@USER she the only bitch that stayed loyal &#128554; she a keeper bro,1,0
@USER ; bitch.. What? URL,1,0
@USER LMAOOO @ black fag..... why did I misread that??... I'm blocking you,1,0
@USER thanks little fag &#128536;,1,0
@USER lmao yesterday ? Them hoes was cute af lol,1,0
@USER keeping these hoes happy,1,0
@USER bitch ass,1,0
"@USER The soul has departed from the train.There's no more soul in music.Just hunger for bitches,money and fame.",1,0
@USER @USER dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,1,0
@USER lmaoo my phone autocorrect like a bitch..,1,0
@USER he loves juggling it all around it... he loves the fast life im sure hes already grinded on amcon hoes as well,1,0
@USER obama is a bitch his speech was pure politics for mid terms. Only way we destroy ISIS is with troops on the ground.,1,0
"@USER @USER hey now, don't diss my basketball hoe.",1,0
@USER @USER aURL dis sellout nigguh still talking.,1,0
"@USER man both them get around a lot, bunch of hoes.",1,0
"@USER whoa, calling me a cunt?",1,0
@USER at my club ho (;,1,0
@USER - yasss bitch yassss. you deserve it. *Drake voice* &#128514;&#128514;&#9996;&#65039;,1,0
"@USER lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all.",1,0
"@USER Oh nab.. Def not that easy. You may not know, nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure.",1,0
@USER lol shid who got one? Boy my ass lonely as a bitch. You cuffed up ain't ya,1,0
@USER &#128514; wassup pussy,1,0
@USER lmfao putting on for twitter i see fat bitch,1,0
@USER just watch bitch nigga u gonna want the whole team dead,1,0
"@USER hey you bitch, you should get the @USER on your show. They'd be perfect for it! I'm kidding about the bitch part.",1,0
@USER hahahhaha he had mad bitches &#128514;&#128514;&#128514;&#128514;,1,0
@USER my apologies... Oh wait it's my fucking birthday bitch &#128521;,1,0
@USER what are you doing tonight pussy?,1,0
@USER I likes it back dare. It's free fo me cause whitey pay da fee,1,0
@USER @USER Who is da we whitey?,1,0
"@USER thank you for the lyrics, these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick",1,0
@USER wrong maybe you been dealing with pussies but I don't put up with that crap. If I f*** up telling me I f***** up. Keep it real,1,0
@USER bitch,1,0
@USER nig nog,1,0
@USER lol lil bitch,1,0
@USER that damn coach ain't never called back bitch ass,1,0
@USER bitch hallon,1,0
@USER I know right so much retard,1,0
@USER yasssss bitch yasssss &#128525;,1,0
"@USER Its gonna bring it down though unless its turning into a welt already, like a bubble wit pussy. Gotta pop it an it'll be gone",1,0
@USER @USER Slide up on a bad bitch/Dat bitch look good,1,0
@USER bitch i dont even look like that keep talking and we going to fight,1,0
@USER bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy,1,0
"@USER bitch your unknown u dont have a mixtape and you damn sure cant rap, u couldn't rap if your life depend on it",1,0
@USER naw u keep it 100% fake get yo lame ass on somwhere wigga hell no get on somwhere,1,0
@USER oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black,1,0
@USER yea thats what i thought pussy boy u r a fucking thot,1,0
@USER thats a win right there. any nigga who doesnt partake in that is a faggot. even if they dont smoke.,1,0
@USER @USER @USER she sucks..bitch cant even pretend dance.,1,0
@USER should be lol lil bitch,1,0
"@USER you're welcome, I miss you too nig nog",1,0
@USER @USER I'm assuming it would look something like a bitch slap and a Dickpunch,1,0
@USER You do got alla da hoes..,1,0
@USER that bitch wants everybody out though.. thats the same shit she did to me at one point,1,0
@USER don't fail bitch,1,0
@USER @USER that bitch hit the chick when she won't looking.. That shit weak af,1,0
@USER Huh? I been with Verizon for 4 years bitch.,1,0
"@USER text me, we don't noisy hoes watching",1,0
@USER @USER @USER nigga you done bumped yo head. Li nings fire but Kobe 9 Elite golds are trash!? URL,1,0
@USER that was real nicca shit tho lol,1,0
@USER you mean bitch ass pussy,1,0
@USER @USER @USER @USER mine pussy,1,0
@USER lol yeah bro good choice. But bitches do love foreign whips so it's a personal decision,1,0
@USER pussy.,1,0
@USER @USER @USER @USER you ain't 6 feet under its not over pussy,1,0
@USER @USER @USER your a bitch if you hit a girl,1,0
@USER @USER @USER @USER @USER @USER @USER @USER you a bitch Edgar,1,0
@USER your a punk pussy ass bitch! Dude you don't have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch,1,0
@USER damn bitches on a niggas mind haha,1,0
"@USER *you're, *bitch",1,0
@USER bra I'm bout to blaze this bitch,1,0
@USER &amp; @USER are bitches.,1,0
"@USER We doing it Lizard. Unless you skype us, bitches.",1,0
@USER bitch.,1,0
@USER I gt android dmt kno whats in that box my nig,1,0
@USER @USER haha she a stupid hoe,1,0
@USER cocky sons of bitches,1,0
@USER WILLIAN up in that hoe &#128514;&#128514;&#128514;&#128514;,1,0
@USER aww man we had a BALL. Small lil affair. Set that bitch out!,1,0
@USER bitch I work 24 hours a day to protect your freedom fuck you #AlwaysOnWatch #GlobalForceForGood,1,0
@USER bitch I'm done with school,1,0
@USER faggot,1,0
@USER @USER point that sasquatch bitch out,1,0
@USER @USER @USER @USER @USER this hoe wasn't loyal URL,1,0
"@USER im 99 slay bitch, im wearin bandos armor cause im so rich, i got my slayer helm and my whip droppies",1,0
@USER bitch please &#9995;,1,0
@USER @USER @USER @USER @USER @USER they can see this dumbass nigger,1,0
@USER what are you doing bitch,1,0
@USER @USER really that's why we got side hoes &#128526;,1,0
@USER Y am I not surprised UGLY MIKE BOOGIE has to buy pussy??!!!!,1,0
@USER shut up bitch and focus on that L tomar,1,0
@USER you want my pussy so bad,1,0
@USER speak english prude ass white bitch,1,0
@USER thirsty basic ass bitch,1,0
@USER Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah,1,0
@USER ok u hav gun. I love you and you are my superior at fighting games and you probably get more bitches too. peace &#9996;,1,0
@USER aoas you write back bitch lol,1,0
@USER bitch lol,1,0
@USER no bitch lol I'm not about that life anymore,1,0
@USER khaye I can't see your freakin emojis I'm a basic bitch today.,1,0
@USER dude tell me why that's so true my mom has this friends from Texas trying to hype redskin football and shit,1,0
@USER @USER nice account faggot,1,0
@USER pussy,1,0
@USER @USER @USER who can vouch for ya pussy tho k?,1,0
@USER what an unfortunate clothing choice... Hoes with the crooked belly ring. Completes the dumb trash motif perfectly,1,0
@USER y'all niccas bout to blow fool!! Lol can't wait for the world to see this Detroit shit nicca!,1,0
@USER quit being a pussy,1,0
"@USER Ja zo denkt ieder wel 't zijne over zaken he. &amp; je mag mij noemen hoe je wilt, ben namelijk erg voor vrijheid van meningsuiting.",1,0
@USER bitch dont even think about playin wit me!,1,0
@USER @USER shut up fuckin beaner,1,0
@USER just be a hoe then,1,0
@USER @USER @USER I'm destroying this bitch dawg,1,0
@USER @USER @USER I also like how I'M called the hoe when I've been saying stop.,1,0
@USER @USER pussy ass bitch,1,0
@USER dont be a bitch smh,1,0
@USER that's what I call a crash dummy hoe,1,0
@USER *pom poms* YOU MAKE THAT SHIT YEAHHHH,1,0
@USER lol you tell that bitch,1,0
@USER @USER LMFAOOOO if that bitch didn't change his @ so much I could find more,1,0
"@USER bitch stop hatin cause they ain't make em in toddler size. You should be happy, they make em in GS now",1,0
@USER ugly white bitch,1,0
@USER dont be a bitch man up lol :),1,0
@USER @USER That is great. Dumb crybaby pussy.,1,0
@USER damn he was my bitch for Eddie Johnson teams last year,1,0
"@USER Lol, always with the complaining and crying. Just like when Jeezy broke up with you cause your a moaning old bitch.",1,0
@USER lmsoooo dawg I ain't got no bitches mane. I low key got a chick but I can't say it on Twitter. You know how these wolves is,1,0
"@USER nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... I'll sneak dat bitch an RUN!",1,0
@USER shoot that nigger bitch in the knees....,1,0
@USER @USER @USER @USER @USER @USER aids fuck? Smdh u punk bitch.,1,0
"@USER ahh I see, I'm still a rook about the knowledge of THE hoe. But I'm progressing.",1,0
@USER you&#8217;re a little bitch x2,1,0
@USER I ain't light skin nigga I'm even colored lmao,1,0
@USER nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;,1,0
@USER u a bitch in niggas clothing shut yo ass up &#128514;&#128514;&#128514;&#128514;&#128514;,1,0
@USER peckerwood,1,0
@USER @USER I likes me dem Mexican hoes. Day suck me off for 5 dollas,1,0
@USER I was bout to smack a bitch.,1,0
@USER bro this bitch really stood there and was like you gonna give me my penny?,1,0
@USER exception for Gilda Radner that bitch was funny,1,0
@USER @USER @USER You're still a bitch,1,0
@USER Them stop being a bitch and do it,1,0
@USER remember 94 can be a bitch! Stop to drink if you get stalled #wib advice!,1,0
@USER ur one to talk bitch,1,0
"@USER @USER Yeah, it's fuck that Jigsaw-faced bitch everyday, B.",1,0
@USER thanks dumb bitch,1,0
@USER you were there bitch lol,1,0
@USER you're being a bitch lol but naa serio wassuo,1,0
@USER i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans,1,0
@USER lol it's gonna be so fun got two niglets on the way,1,0
@USER niccas dnt kno bout da art of finessin,1,0
@USER @USER @USER @USER @USER @USER whatever Gabby! You hoe,1,0
@USER @USER Gabby why are you so ghetto?,1,0
@USER I am always there bitch!,1,0
@USER nigra in da back,1,0
"@USER lol, that pussy got rich niggas losing their minds too. Got Drizzy &amp; Breezy beef'd out, that puss is the devil's playground.",1,0
"@USER you out yo mind. Rose colder than Kim, &amp; way more down to earth. Kanye bitch give him more problems than Wiz's does.",1,0
@USER I hear ya hoe,1,0
@USER I was sleep hoe where you at,1,0
@USER funky hoe you gone solo,1,0
@USER lol I will be there in the morning hoe,1,0
@USER naw hoe let me see if you got Keisha,1,0
@USER you owe two hoe I don't wanna hear shit when I hyu,1,0
@USER ffffffffffffuck. Baratheon rebellions are a bitch.,1,0
@USER bitch what happen to comin thru,1,0
@USER first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo,1,0
@USER oh you sneaky son of a bitch you,1,0
@USER @USER @USER babe it's the thought that counts..bitch you a thot,1,0
"@USER all I did was bitch about Jessie, still love you anyway",1,0
@USER Den you enjoy da nite wit a colored man. We do it again in 2 weeks. Lets me no if I needs ta bring da magnums,1,0
@USER My shit's like an eggplant baby. Black and big enough so dat all da women gets dem a piece,1,0
@USER @USER All dem colored boys be sayin I dare baby daddy. I gots to protect my semen under da lock and key. And I wrap 2x,1,0
@USER @USER Does da N mean negro?,1,0
@USER dese bitches n my shot nigga,1,0
@USER i wont ima come piss in yours bitch,1,0
@USER lol nahh bitch dont put yo life on me ole cant drink water after 8 ass nigga #PissinInDaBedAssBoy,1,0
@USER no it ainn bitch,1,0
@USER shut up bitch,1,0
@USER we don't love this hoes,1,0
"@USER @USER @USER @USER @USER @USER @USER basic bitch comeback, expected",1,0
@USER brooooo I miss you bitch,1,0
@USER @USER granted cracker isn't that bad because when you say that to a white person your saying their one of the slave,1,0
@USER @USER &amp; xavier you bitch.,1,0
@USER you egg spam bitch,1,0
@USER I want to eat your pussy &#128514;&#128514;&#128514;,1,0
"@USER Neither does your fucking cat, pussy.",1,0
@USER lmao real shit though them bitches be dumb as fuck smh,1,0
@USER hoe told me she was gonna chop my dick off ... She was from Baltimore,1,0
@USER I watched the 1st season bc I wanted to see the diff sides of Elijah. Not to see a thristy hoe who uses Walgreen's hair dye,1,0
@USER @USER man get yo bitch ass out my mf mentions man with all tht bs u trippin,1,0
@USER bitch fck all lay wat you wanna do,1,0
@USER fight or nah dumb bitch &#128530;,1,0
@USER ight bitch ima see u,1,0
@USER come so you can record him saying he's my bitch,1,0
@USER fuck your chicken sandwich ho!!!,1,0
@USER screw the little porch monkey!,1,0
"@USER the coon, n coon wanna b got what they should have, except should have been more time in jail",1,0
@USER they are all idiots except kourt.... the rest are just slutty ass bitches,1,0
@USER y don't both of those fat bitches die,1,0
@USER U should just pull out &amp; let #Ferguson fend for themselves. It has been a week. Wasting manpower. Most r just attention hos,1,0
@USER I got that hoe bootlegged haha if you wanna borrow it,1,0
@USER biiiiitch that hoe looks perfect haha but iight,1,0
@USER Some women get in a relationship quick so they won't feel like a hoe for having sex.,1,0
"@USER get it? Bc you called yourself a tool, I called you a hoe. Bc hoes are tools hahahaha I'm so funny",1,0
@USER Asian pussy?,1,0
@USER @USER I'm on that straight Cali kush bitch don't kill my vibe,1,0
@USER @USER bitch I got plans to fuck tonight I said friday nigga,1,0
@USER @USER bitch I make the plans not you pussy fart I'm in charge follow me or deny me I'm doin Friday and were fighting!!,1,0
@USER @USER fuck you bruh you didn't show up fucking pussy,1,0
@USER @USER haha you playin nigga I fuck bitches make money and smoke that straight og kush,1,0
@USER @USER ight this Friday nig,1,0
@USER @USER this Friday at the c burg mall you gettin whipped like the bitches I fuck,1,0
@USER dude fuck you faggot it's Friday or no go bitch I set the standards you make or break them bitch,1,0
@USER ight nigga tonight at 9:00 c burg mall bitch,1,0
@USER why you crying then baby back bitch?,1,0
@USER straight up your hoes can wait !,1,0
"@USER no, that nigga goin to work. Quit tryin to kill a nigga's vibe you broke bitch",1,0
"@USER Yeah, so quit being a bitch and edit.",1,0
@USER get into Devil first bitch! Roasted.,1,0
"@USER I've had to do it in multiple classes. Ain't really that rare. Also, don't call your teacher a bitch on twitter.",1,0
@USER thanks nig&#128540;,1,0
"@USER she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, BYE Falicia!",1,0
@USER @USER you actually think he'll do that? lil bitch can't punch a potato,1,0
@USER @USER both of y'all pussy boa!,1,0
@USER @USER Terrance you wanna be one of my hoes &#128514;&#9995;,1,0
@USER Can I bitch about not having smoke??,1,0
@USER fuck your redskins bitch!,1,0
@USER shit tell that pussy to come out of retirement and show up Kareem Jackson then he can get respect,1,0
