Sentence,Hate,Split
@CareyTorg The nice thing is I would die INSTANTLY upon seeing it in the wild of terror so that wouldn't be so bad,1,0
OF Course. Let that be a lesson that it's always the little people that go to Jail. Pay attention Circle around Trump. https://t.co/mJVnwQLQuk,1,0
"@MaqsudaMotala @Debora_Patta I was speaking bout night of the long knives juss the other day
seems to have white people terrified",1,0
"@ObstinateWriter ""You b-both magic!"" He began to cry, Eliza sighing softly, her look had been to try to alert Alex Philip felt bad. ""Mommy and y-you.""",1,0
@_YogendraYadav @pbhushan1 Immediately remove @pbhushan1 from ur party or we will make sure through our legal protest ..u will not win a single seat in MCD election.,1,0
Lawyer: Officer fired for exchanging anti-Muslim texts https://t.co/1guSdFQYnI https://t.co/57VSnAtcG6,1,0
"States, green groups threaten lawsuit if Trump doesn't finalize efficiency standards: https://t.co/puF6NRcs8d",1,0
Being a prick is trying to get your daughter to move in with you to arrange marry her off to spite her mother!,1,0
@genewashington1 @XLNB @SenatorHeitkamp Trump and GOP are the worst thing for women LGBT old poor children &amp; POC,1,0
"@Gidi_Traffic Islamic State (ISIS) has said the United States was drowning and ""being run by an idiot"".",1,0
@hale_razor Why? Because Obama didn't want to kill his fellow Muslims. Trump doesn't care: this is a signal to Putin and Kim Jong-un.,1,0
"As stomach-turning as it is, listen to what lib activists are saying. It is really scary, their ""vision"" for America. It's Un-American crazy",1,0
@HuffPostIndia They should be asked to leave India &amp; go to the country they support. How long are we going to let traitors stay?,1,0
"WHICH IS WEIRD, SINCE I’M ASSURED THAT HER BOSS, DONALD TRUMP, IS PRACTICALLY HITLER:  Nikki Haley i… https://t.co/uGp9Qnhibs",1,0
"@thisgirlallie We can wish a torturous death on her in my comments. I'm told I can make that happen with my MIND, but so far, no luck. lol",1,0
@ohaliiadanza classic New York to hate philly 😂😂😂 it's funny cuz if you talk shit on it to people from here they get unreasonably defensive😂,1,0
@thewayoftheid NO THANK YOU. PLEASE TELL ME THIS IS BELATED FROM APRIL FOOLS-NOT JUST AVERAGE EVERYDAY FOOLS. 😠😠😠UGH!!! (Also-answer to Q where won't I be),1,0
Love me 🙆 some Shiva!! 🐯 Negan 🏃looks startled. Kingdom &amp; Hilltop shine.  🏇⚔🐅 Trash people: You stink. Glad Rick kept cat. 🐈 #TheWalkingDead https://t.co/9T87ncjLxk,1,0
@Malachians Can't even be arsed to get in shape to justify his obscene wage. Deserves much worse pilib,1,0
"Fresh, cooling #award winning apple juice from our friends @wobblegate in #sussex. #SupportLocal https://t.co/cNI08Mpcag",1,0
@wowkalyssa At least someone should talk about impaired driving. And the inability of police to reliably detect acute intoxication . Versus remote use.,1,0
@IvankaTrump @realDonaldTrump Your father is dirty with Russia. He is a permanent stain on America and your family will carry that STAIN throughout history!,1,0
QUESTION: DID SOROS FUND SYRIAN GAS ATTACK? @POTUS @randpaul @Kellyannepolls @VP https://t.co/gyH8HhqPXA,1,0
Demand action on air #pollution NOW - clean up Europe’s toxic #coal smog! #darkcloud https://t.co/Vm1It6h4ou,1,0
Inimitability of #Quran is that no human speech can match the Quran in its content and form #ep3_M&amp;S https://t.co/HU7eEeGHY2,1,0
NBA 2K17 - BEST AND FASTEST WAY TO GET DIMER - IS DIMER NOT SHOWING UP FOR YOU? - MUST WATCH: https://t.co/SILBNADPMO via @YouTube,1,0
"@XHNews @UN @realDonaldTrump If Trump cares lift ban on Syrian refugees, impose harsher sanctions on Russia and Iran for supporting Assad @realDonaldTrump",1,0
@BaileyMyers_ @MyNews13 #traitor! Ayala is a traitor to the rule of law....fire her! #fireayala  #abuseofpower.,1,0
"#TBT 🇯🇵
My Last Japan Tour was Epic! The Flights are Officially Booked, so HAPA BOY 2017 JAPAN… https://t.co/AmWy9HxwMb",1,0
March was a fab reading month for me! Check out these books https://t.co/tE3ngZxaFh #IndieBooksBeSeen #Giveawaytime https://t.co/bPm28pqTnX,1,0
"I hate seeing people who are on a team already, but they tweet out saying ""i'm going to grind for ____"".",1,0
my dad got stupid mad yesterday that he went to my room got all my clothes and my makeup threw them outside my door. I hate him so much.,1,0
Just need to make it through the next 5 weeks and then I can relax and by relax I mean start parking to move...,1,0
FCD has the tendency to park the bus in big games in the road. If they do that tonight there's no doubt in my mind they will lose.,1,0
"Silly Americans playing with poison snakes.  When we are Russia, it will not make me feel any better to say, ""I told you so."" https://t.co/MpRJoHrPUl",1,0
"@FearThyVoid ❤~ Kaughaugggah-- ~❤

&gt; Pop.

❤~ Katanas are the weakest swords in existence, I could break those things with my buttcheeks. ~❤",1,0
Just got chased out of a cornfield in rust. Something is amusing about a black woman being chased by white guys with shotguns through a farm,1,0
@FoxNews This guy thinks it is great to spy on Trump but is positive Russia had collusion with no proof- shut up-,1,0
"@ejhchess @anattendantlord @PreachyPreach For me it was realising that, while I hated the people they were doing it *to* (and I really hated the people who defended those people)...",1,0
"@Prof_DFrench @martingeorge @FleurEJ Of the many things I loathe about contemporary academia, I think that is the worst. (See my paper on SSRN on this topic.)",1,0
@chrislhayes you're trying to drum up controversy among voters immediately after people were bombed? Tasteless and unprofessional as fuck.,1,0
Prime Minister Narendra Modi: Action against violent MP Shri Ravindra Gaikwad - Sign the Petition! https://t.co/rIttlVgiQk,1,0
"""Black Muslims"" are not ""real"" Muslims as Malcolm X found out, to his eternal regret! https://t.co/rU84cyWLuB",1,0
CNN Helen Thomas 'Jews don't have the right to take other people's land' https://t.co/nvSH6a5YXf via @YouTube,1,0
Could Trump's Syria Strike Cause World War 3? Observers Are Concerned | World War 3 #WorldWar3 https://t.co/o7IUtaKnvs #worldwar3,1,0
Humans need to reinstate the guilloteen for bad government officials. Once a year elections for presidents. Power... https://t.co/Op3Zp3rHB5,1,0
"I don't think I'm ready for the final episode. But I'm expecting everybody to die. I can't see it in any other way. 🔪🔪🔪
#g_tekketsu",1,0
"I'm never taking the metro to go see a dude who has a car. If he doesn't offer to come pick you up, he doesn't care about you, sis.",1,0
"What's with the creepy lady ads for Snyder's Pretzels? Not only does it make me not want to eat that, but makes me want to burn the evil out",1,0
Imagine giving an American cop a Pepsi at a demonstration! He would shoot you in the face and tip foaming soda over your twitching corpse,1,0
lrt is cute because they're opposite elements but theyre both companies will come to your house and kill you,1,0
Voted for the biggest fucking liar @POTUS ever. You sir are a fucking whimp. How quickly did the MIC bloodlusters put a bit in your mouth.,1,0
"Hemet Weather at 11:00 AM, Temperature 73.2, Humidity 19%, Wind 0.0 mph from the W, Daily Rain 0.00"", Monthly Rain 0.00"", Yearly Rain 17.89""",1,0
"@THEVinceRusso hating on anyone who is passionate about a commodity, especially one you specialize in seems odd",1,0
"Supposed ""Anti-fascist"" favors murderous communism instead, doesn't like capitalism so he buys a crate of juice at $4.00 per bottle. Lol. https://t.co/wLahUDTw4k",1,0
"Syrian ally Iran blasts U.S. missile strikes as 'dangerous, destructive and a violation of international law' https://t.co/ElYu1pmiAt https://t.co/GqAv4Rz3zO",1,0
What a bitter and nasty bunch #SNP followers are. Hate is a strong word which I was taught to use with great care. Not them obviously...,1,0
"Re post match iv's 
1/ it's not about you 
2/ don't use 100 words when 10 will do
3/ ask a question, not a statement
4/ listen to answers https://t.co/j8DdzLcCjd",1,0
"@Mbrenn22 @NobleSenseiSmah @mitchellvii You have no idea what my beliefs are.  Go lecture the left, where the real hatred is. Have a wonderful evening",1,0
Our fashion masterclass with @lorrainekeane begins in 15 minutes! Catch it again at 1pm today. #ArnottsStyleSessions https://t.co/Tu5JCk2Cr4,1,0
@Prajjawal4 @SonyTV @KapilSharmaK9 @sherryontopp @ArvindKejriwal Your name is big fun for people..No need this😂😂😂,1,0
"What a completely disgusting thing to say, @WalshFreedom. You cannot claim to not be a #bigot while simultaneously espousing shit like this. https://t.co/ViqH63wULn",1,0
Another long day &amp; I got to ignore all of you loser #paypigs🐷 tomorrow is payday &amp; you owe me your #tribute #findomme 💸👸🏼@rtp37 @irt4findom,1,0
@CNN That's b/c @20thcenturyfox cares more about profits &amp; ratings than they do about sexual assault on women! Complicit in his actions!,1,0
"@alagbada13 @APCNigeria @SaharaReporters @MBuhari @channelstv @seunokin 
Hoodlums attacked a particular house around 1am and there are four",1,0
@primeminsterk Nigga has enough time to talk greeze and be one of the NBA's most dominant sixth man of all-time😂😂😂😂 https://t.co/iLELAHlOt5,1,0
"If you're gearing up for the upcoming outings, please read this article chosen for our readers by Dr. Murray... https://t.co/IjpRj761C3",1,0
"The ""White Helmets"" have done plenty of proven hoaxes in the past.  Why would this event be any different?",1,0
"@DonaldJTrumpJr @realDonaldTrump Remember when you callously called Syrian refugees  poisoned Skittles? We do. Not so funny now, huh? https://t.co/YrT6Lf3fTJ",1,0
"SMOKEDOUTKOFFIN RADIO!
 Styles P Lean (Featuring Fiend) https://t.co/3EgGJlGAAx
https://t.co/gUY8Bpu3f4",1,0
"there is no such thing as a right-libertarian, he is a moron who doesn't know he really is a neoliberal.",1,0
@ScalyJustice They really can be. I don't like humans. Most of them scare me because I can't understand their logic ;0;,1,0
https://t.co/VEjttl8YfZ This Baguette Bag Is Exactly What It Sounds Like #AlisKitchen https://t.co/Qlqa8Ej9FH,1,0
"Obviously not her personally, young working class kids. Who cares if they get killed for something meaningless? There's lot of them. https://t.co/id7nkXDlLv",1,0
"Are there outtakes to Diners, Drive-ins and Dives where Guy Fieri is violently shitting himself because he ate too many ghost peppers?",1,0
IOGT International Daily Courier is out! https://t.co/OV7lCSMxzU Stories via UNODC #letstalk #worldhealthday,1,0
Never let a nigga take advantage of the fact you love him to where he think you supposed to let everything he do slide❗️,1,0
I question whether or not the filthy casuals will understand that this Japanese man in a Michael Jackson leather suit is the shit. #sdlive,1,0
"If you didn't just get a #poopsnap from me..
1) you're welcome
2) you're not even my real friend, the homies all with it #grouppoopfuheva",1,0
@suzyfringe will do! My boyfriend hates it so I try to watch it when he is out or he ruins it with his muttering...,1,0
@realDonaldTrump @FoxNews Don't you have a whole community of spies to call upon? Why are you relying on a news station for intel?,1,0
'Leveraging a digital platform to drive engagement - increase customer efficiency.' @fkhullar #IRX17 https://t.co/hYkjhzDAZf,1,0
"‘Cong. distributing money, liquor to lure voters’ 
Police a puppet in the hands of Siddaramaiah, says Shobha Karan… https://t.co/xNcNrNNHV9",1,0
"The IQ of racism. Sommelier steals expensive wine, auctions it off. 
Facebook comment: ""We all know what people from that country is like"".. https://t.co/NdcldXApe8",1,0
'get it together jules you. dont. get. sick.' ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0
"WHITE PLAINS, N.Y. March 28, 2017 The Society of Motion Picture and Television Engineers(R) (SMPTE(R)), the organiz https://t.co/o4WO7bwHAL",1,0
@FeelGoodContact @YourLenses Because they let me see properly without having things over my ears which I hate! #LoveYourLenses,1,0
3 shooting incidents in 6 months at Broad Street and Plymouth Avenue. I don't know if I want to take MUNI at that station again. https://t.co/Egk9iilBy4,1,0
"#FindAmelia is a 7 month old Husky x Labrador, missing since 15/03/17 From Birmingham, B9. Now presumed stolen https://t.co/62VKdMASNl",1,0
I hate Facebook sooo much. With every fiber in my being. On Facebook I become petty and nosy and I just don't like it.,1,0
"School janitor arrested for sexually abusing 50 children
https://t.co/kUCIc2EuvZ https://t.co/PPiHnqQHpe",1,0
"The United States has filled its quota of killing people to fix nations (and mostly failing) ten times over.
And you want more killing. https://t.co/yNVTb62x1s",1,0
my sense of humor: - ironinkpen: suggesting “kill them” as punishment for an extremely disproportionate... https://t.co/wvFmV7wXgL,1,0
"YouTube will no longer let you make money unless your channel reaches 10,000 lifetime views https://t.co/5hbm7GHE9s via @sai",1,0
JERRY STACKHOUSE Authentic Autograph Hand Signed 8x10 Photo UNC TARHEEL NBA Holo https://t.co/nncSudbRC6 https://t.co/3YkmhyiR8f,1,0
"Buhari spent our tax payers money on his ""personal"" health, yet he has the gut to say he cannot disclose how he spent our money. BIG INSULT",1,0
You're looking forward to taking a break from the serious side... More for Aquarius https://t.co/gBNErSZkT3,1,0
"@CNN No offense, but you guys DO go nuts reporting &amp; explaining his lies. Us sane people get it. He gets you guys NOT reporting on  Russia",1,0
Death Of Cop Being Investigated | Man Impersonating Immigration Official Sentenced | Pet Of The Week https://t.co/VItjh0V8UP,1,0
"One thing bout Donteanna.. she'll never be dumb . Even if we wouldn't last , she'd be on more game than you niggas , i bet that 💯🤞🏾",1,0
"Forsberg scored his 30th tonight  and Erat had had 13 in the Czech league this year. Fair trade, right @n_epoch ?",1,0
"Join us tonight... March 30th for Open Mic Night. Our host for the evening will be Baylis Laramore!

Come out and... https://t.co/QskTHTd3UY",1,0
"Classic case of corruption involved road agency ZINARA whch bought 40  grdrs 4 $8mln.No tender, executives received ""fat"" termination packs",1,0
@SeanOrleans @skooks Trump has no principles so he will do any deal and claim 'it's great' besides hating the media what does Trump stand for exactly?,1,0
Of course white supremacy exists and white women are the standard of the ideal woman in the US. I'm sure they affect black men's choices.,1,0
@GaschoLisa @purplethehippo1 @ringleader1010 @LunaA2728 @Herberttiina @HeresDaryl @myluvtonorman @Sofy__007 Yes me too. I hate it 😭😩😡,1,0
"@chemosh933 I honestly don't think ""progressives"" would be there in the numbers he wld need. What mvmt in US have progressives fought for &amp; won?",1,0
These Women Tried To Orgasm In Three Minutes Using The Womanizer And Holy O-Face It Was Amazing https://t.co/nazZYHO3HN,1,0
"Baby Boomers:Joint Health. Life Extension® Fast-Acting Joint Formula ""Don't Let Soreness Slow You Down!"" GO NOW: https://t.co/31wP6kUuPm https://t.co/WSpIlFnLJX",1,0
@seaniccus That reminds me I need to pick up one of those fake headrest switch mounts before Deluxe hits so that I can pal around in the backset.,1,0
@BySarahKhan Like I needed another reason not to let my kids drink @pepsi . But thanks for giving me one @pepsi @KendallJenner,1,0
The racism in Vancouver is palpable - I work mainly with children so most of my day is usually dealt with adora... https://t.co/tX1dRKFU3P,1,0
"Darian continues to boldly pursue him, even going so far as to undress in his view while he is hiding in her closet.",1,0
"One (1) Gen Ad ticket for day 1 is also another option please DM/@ me if you have! Thank you! #BTSWingsTourManila 
https://t.co/0y9IlvGxJM",1,0
@RealKyleMorris @gwilliams3024 TIME to burn this Sh&amp;t in the streets as the Allies did when they burnt all the NAZI material after WW2. This quote speaks fathoms! https://t.co/mzlFribCYi,1,0
"@HuffingtonPost What a mockery! Young Americans are giving up their lives and this guy who never struggled a day in his life just struts in there, 4 what?",1,0
"We live in a lawless country, I wish I could walk to the Flagstaff House and slap somebody this morning. #LawlessHornSociety.",1,0
"1 A small reason I'm glad the GOP has opted for the nuclear option: journalists no longer have an excuse to use the phrase ""nuclear option"" https://t.co/YYipp9DX5v",1,0
I swear on everything I hate baseball season. I only watch games to see what hats and jerseys I want.,1,0
"It's all going according to the Putin/Trump plan, now they'll never believe we colluded! #distractanddeflect https://t.co/aTr6mrhkGj",1,0
I really hate when friends try to emotional blackmail you. They're really starting to hate I learned to say no.,1,0
"Centre to identify, arrest and deport Rohingya Muslims - Times of India https://t.co/C8DFHcZcxO via @timesofindia #Myanmar",1,0
"@Communism_Kills i can translate the last sentence of that. ""we bring sketchy dudes home so watch your shit""",1,0
@PeterAlexander @WSMV They must have enough on them all  not to need to let this traitors words for immunity !! Thats why they don't need him,1,0
#MemphisGrizzlies #GoGrizz #GoGrizz Grizzlies look to halt skid as they host Knicks (The Associated Press) https://t.co/UUhjy650it,1,0
"@JJCarafano I think many hear Breitbart and tune out. Which is understandable. And why it's bad to run junk stories, now no one listens even if legit.",1,0
"@MarkGoulston @UN @CNNPolitics Wait, What? Please explain -  I am fascinated by your statement that terrorists are ..... empathic?",1,0
Going back in time and killing your own grandfather to escape prosecution shall be a class c felony. #scifichat,1,0
"America is quickly becoming a nation of junkies and drug lords, and idiots like these two promote drug abuse on the air. https://t.co/OSAA1FF83L",1,0
Even up close he's perfection. Have you seen Les Mis? Did you like it? Read Hugo's book? THICK. https://t.co/NIUqkOliLp,1,0
"#Indians_God  almost black
Vishnu , Krishna, Ram ,Kali Mata &amp;many other r black in color.
Indians r not racists.
Don't give us to be homily",1,0
We are exhibiting @E3BusinessExpo this Wednesday in Bolton - any  #Englandhour in area? https://t.co/wlmMd5MUlo,1,0
"@ColinKahl Trump has no goals.It is more of a game to see how he can keep everyone off base. Loves jumping out and yelling SURPRISE, fooled you!Scary!",1,0
@KillerMartinis that's also being increasingly starved off the farther you get from major population centers.,1,0
"(some) people in the Gulf fully think they're cadaan, they treat black/brown people as sub-humans, it's disgusting https://t.co/p0KNI5GRlW",1,0
#Justice4CCE13  Still we believe in the judicial system of Pakistan Save merit save Sindh.Collective punishment will make terrorists,1,0
You may be a self-styled famous explorer. That doesn't mean people want to hear your 'expertise'... https://t.co/7JNDOMAs90,1,0
@thehill He's counting the two weeks prior to the election when he knew Putin had his best hackers on the job.,1,0
@riswanris2009 well this is the prob with u ppl...Ok do one thing join ISIS...U need that...Already u look 90% eligible for that,1,0
Does @PressSec always look this much like an overworked funeral director…or someone already embalmed by one? #caring,1,0
"8/10 This is the price of “state preservation”, “war on terror”, “protecting minorities”.
#StopChemicalAssad #Idlib
https://t.co/iRQ1f3FVJ7 https://t.co/VaNWHbtttJ",1,0
"@ChelseaClinton No, you bimbo. We should be helping, but not moving their population to our country. Go away.",1,0
"This is why men get freaked out by makeup. No, really. This is why makeup is EVIL.  
https://t.co/yardQXbrfJ",1,0
"Maybe I don't, but no doubt you're about to tell me. Let me guess: ""Murder, rape, general social breakdown and skimmed milk"" in 3-2-1... https://t.co/vx7hcQ0xCX",1,0
Welp. Now's a good time to reread Wallerstein so I don't have to feign surprise when this charismatic despot is replaced by warlords.,1,0
"@KanaboScorpion real heart to heart.

And not just her doing all the talking!]

....U-Ugh, damn you Scorpion...Straight to hell for making me feel this way.",1,0
"@lebrownlow Yet people will continue to. The hypocrisy is tough to stomach.  

(BTW, not saying Brey is immune)",1,0
China's plan to mine for copper beneath an ancient city gets thrown off by corruption charges - CNBC https://t.co/YcKiJnhoOo,1,0
Labour started as a party for 'the people' and under @jeremycorbyn it seems to represent an ideology that would see said people destroyed,1,0
In Rostov Cossacks blocking hotel where @navalny hq activists met with volunteers. Police no show. https://t.co/CW9KKqRrM2,1,0
Scottish charities refuse to cooperate with @GOVUK rape clause  https://t.co/vuRLY7OH1t https://t.co/fXY0SPPlzc,1,0
"It's a try and keep America safe this is not an Islamic mother fucking nation #ExtremeVetting 
Pay attention  to the word's being used🇺🇸🇺🇸🇺🇸 https://t.co/STlU2Kn79F",1,0
@SheWhoVotes Damn! Them poor Ruskies be havin' en-masse accidentally getting murdered problems. I blame Obama.,1,0
"And now I'm back to playing ""Nioh"" and man I love this game! Only stopped because of LOZ 😂 but I'm back it and reached that CRAZY final boss",1,0
@_Domerella @eleven8 yeah she wildin. I've been waiting for someone to say we don't need photoshopped women daily. No need. Still luv ya,1,0
"right now his approval ratings r in the proverbial toilet! someone needs 2 unseat him in the house. i don't mean another republican, either. https://t.co/Z86mxyeadg",1,0
It struck me tonight that republicans see the world as predator and prey. They hate the poor because they have to dehumanize their food.,1,0
the INFO nerds - Overall Best Student in WASSCE Denied Admission -  https://t.co/hNttngVnGr https://t.co/JinJ0duPSt,1,0
The US can't defend against Russia's newest cruise missiles — so it may have to try offense instead https://t.co/1ArnCjA2ND https://t.co/gAJXpwEU9L,1,0
"@Eriador @paolopasquale @Sto_con_Putin Well, Putin's showed how good he is in preventing terror. Nobody can. Why don't express sympathy to the victims and relatives?",1,0
"Unlike today's liberals, they weren't morons. They would understand as soon as the first round was fired. https://t.co/CAkf69AjOG",1,0
"Followers -4, Unfollowers - 0. I didn't know I was this awesome. Get your daily stats via https://t.co/j3OvJKFfvN.",1,0
Let the old die to make way for the new. Follow us on instagram @goddesstentdotcom. #goddesstent #goddessgunjan https://t.co/xv5mKGnbgb,1,0
9 Sales Email Templates to Inspire Urgency in Your Prospects https://t.co/cZ2yVejg4D https://t.co/ardUttOttq,1,0
On god I ain't never wanna plex with lil bro them at all I ain't scared to squabble nobody I just refuse to fight a nigga I had love 4 💯,1,0
@onikawz ahhh i know!! i think he just left Japan tho?? (Unless I dreamt that lmao) im so emo they're never coming backflrkfkf,1,0
@RobertJRosecock @BraunStrowman5 @michaelsmith But I do agree that's one of the worst forms of racism,1,0
Lean raps and pill popping the wave to you young niggas. Oh well you deal with the consequences of ya actions.,1,0
They playing stop trying to turn nothing into something because when yo nigga call u them names he mean it https://t.co/08X8eUFXsC,1,0
New post: China: Raids on House Churches Continue in Crackdown on Christianity https://t.co/TlsQXPq9Kk,1,0
Would Putin be doing what he is if Trump wasn't going along in some way? This President uses diversion. Anyone who cares needs to step up!!!,1,0
"feedingjoy: Dotbethune #MissionSaved - ""The secret of change is to focus all of your energy, not on fighting the old, but on building the n…",1,0
"@FCCanada @Jon_Pardy Ppl she wants to leave are leaving, you are such a hypocrite, you wanted Cass to have that immunity she didn't and now you call it unfair",1,0
Ready for a #getaway? Utah is gorgeous in April and very affordable. We highly recommend it! https://t.co/UB9SDUy4KF https://t.co/On5PIhfiMy,1,0
"@thewire_in Farooq Abdulha your forefather 
Never dare to say Kshmiris are not Indian
So separate Nation Jammu Ladḍhaki 
 Absurd 
Pandits are Outsiders",1,0
"Intrigued by this. ""Mastodon Is Like Twitter Without Nazis, So Why Are We Not Using It?"" https://t.co/KTkePAnFRB via @motherboard",1,0
"@mikellewellyn @KuraFire accord them dignity and equal rights as ""Islam apologism"" and apologia for crimes, then yes, I get my back up and call you a bigot.",1,0
@JohnJHarwood So the #LiarInChief continues to lie.  Please show these so called awards @realDonaldTrump you pathetic pathological liar.,1,0
@Just_a_Texan I think Liberals get this a little wrong. It's not about hating Moslems. It's about not living under #Sharia. Not all Moslems are extremists,1,0
@HillaryClinton @LeanInOrg @HillaryClinton is not trustworthy. Don't bother running in 2020. You should be in jail. You r tired. You are weak. Bill is a major cheater,1,0
guys i'm at a school play and one of my friends looks so hot but he's a boy and also gay this is. a crisis,1,0
"@Irfan23Ibrahim If those people were trying to trigger me, my words will only be, ""done with Malaysians"" 😅",1,0
i asked makenzie what drugs shes on after spamming me with random pictures and this is her response 😂💀 https://t.co/NpdmSBJuWm,1,0
"everybody ain't loyal, everybody ain't street, everybody ain't you my nigga, everybody ain't me. if you real then I can see it 🔥 🔥 🔥",1,0
@KevJames91 @MuckRock @wikileaks @HillaryClinton Because she herself is a child molester. I believe the testimony of Cathy O'Brian.,1,0
#AntiZumaMarches We are tired!  Zuma must go. Imfuyo yakhe imlindile KZN. We need a leader not a puppet,1,0
.@henson_era @TreySifuentes I don't really feel bad for Aaron as much as scared of all of you now because you'd shoot me to😂😅.,1,0
Sasha has taken one for the team 😭 but that zombie walker scene of her was magic. I approve of that! #TheWalkingDeadUK,1,0
@NaijaRoyale They sound like Black men and white people with the 'not all' and 'were all in this together' rhetoric. I'm Nigerian so I mind my business.,1,0
"@bogsdollox1 @Browny1956 @DavidLOFC exactly, PFA will pay it if O's don't. Sorry Bill, but I can't see anything happening with 'potential buyer' and don't see FB going anywhere",1,0
Just bought a bunch of Tupperware and grown up colt thinks it's great but little colt hates how much he's turning into his parents,1,0
"@ArizonaNewsnet get a rope! time to go hunting!  want to hurt our law enforcement, fire or ems...better hope cops get you first! fed up with stupidity!",1,0
@NBCNews What an assinine thing to do. All grandstanding to make a mockery of our Democratic process.,1,0
"@realDonaldTrump then stop talking about Obama, Clinton.Prepare for a head of state visit &amp; quit ranting like a lunatic",1,0
I am currently taking bookings for prom makeup 💌❤ If you would like to enquire email: ciara_makeupartist@outlook.com 💗,1,0
The full length mirror I have in my room just shook and fell crooked when NOTHING was near it. I hate ghosts why they gotta be like that,1,0
It's funny seeing all the trump supporters just now start to jump ship because of this Syria nonsense. STOP FIGHTING WARS THAT ARENT OURS.,1,0
@allidoisowen you guys talk about trump being assassinated m!! Is the tv show homeland foreshadowing something this past season,1,0
im pan but ppl tell me they dont want to date me bc theyd be too worried about being jealous of everyone https://t.co/t6iT5Ew45q,1,0
"@kenan04bazit  yeah, dont speak english or all these other lingo's of country's that Turks been earning money in. Don't ""Denk"" #turkidiots.",1,0
Don't miss this week's Livestream where we will focus on how to March into the 2nd Quarter of the Year.... https://t.co/v9mZbrHl5n,1,0
@quiettouch69 PRES OBAMA DID'NT NEED HIS WHOLE FAMILY TO RUN THE WHITE HOUSE NOR HIS WIFE SETTING AT THE TABLE A REAL MAN AND HIS VP BIDEN,1,0
"Wind 0 km/h SSW. Barometer 1017,9 hPa, Rising slowly. Temperature 17,1 °C. Rain today 0,9 mm. Humidity 51%",1,0
@FoxNews this guy hates his own kind. Whats wrong with loving your own race . I hope all love their own race. .,1,0
Stop Throwing Share And ganging Up on other girls with your weak ass friends just to make yourself superior,1,0
"Volatile rand dives sharply amid uncertainty

https://t.co/N2eypgKX9z?

shared via @Fin24Thak You Mr.Zuma and ANC executive 6 well done !!!!",1,0
lmaaaoooo eunice is that an elephant??? and what did eunjin cosplay as?? pooh? https://t.co/tjn3GXXUdJ,1,0
Carmen said some haters wanna git rid of https://t.co/tIPkPZViIS before their hoe be on it lmao https://t.co/EP6eJQrNYV,1,0
This is one of the main problems we have today..to many act as though the Gov. is some unlimited money bank..they don't understand its them.,1,0
He did all this a few months ago when he got that Navy SEAL killed...I wonder how many are going to die now,1,0
"She Has Done NOTHING To Even Deserve An ""Official Portrait!""
White House unveils official portrait of Melania Trump https://t.co/LCyqBx2OFE",1,0
@mazzerooni @fcuk_eu @_Excitable_Boy_ @GaryLineker @fourfoot I'm ok with been labelled a racist if it makes these libtards sleep at night,1,0
If u a woman gamer on Mike and u in a chat wid men ... Jus know they gunna say all kina inappropriate shit to u,1,0
"@crimsonruari @matrioshkadog Except when they're not funny, they're just being mean selfish and drunk",1,0
@LilaGraceRose @Students4LifeHQ @PPact How can you stand for this. Killing the babies is wrong/heartless/so many other things. We must be a voice for them=,1,0
"Follower -1, Unfollowers - 0. I didn't know I was this awesome. Get your weekly stats via https://t.co/3PnBMBZfDM.",1,0
I asked my friends to get me a free treat they were giving out at Rudder Plaza and they didn't and I've never felt so betrayed,1,0
"@RahulEaswar https://t.co/LFfeK3LO8T 
looks like both the Chinese and the Indian news media have temporary amnesia",1,0
"#Israel #Times of Israel #TOF broadast by #EMET_NEWS_PRESS: Army to seal off West Bank, Gaza for Passover holid... https://t.co/6grZBe8Ev3",1,0
It's really annoying when people walk up and tell me what a beautiful pit Klaus is. He's not a pit 🙄😂,1,0
I like how it's sexist to say women's basketball sucks. There being a 111 game win streak is bad for the sport. Highlighted that it's a joke,1,0
"I think Atheist are dishonest, but if one of these bastards tried to hurt one of my dishonest friends, they'd have to get past me first. 😇 https://t.co/wOnpyStJtI",1,0
"Hahahaha 😂😂😂my nigga Efe don kpef !! E don high scatter, I just hope sey no too much negative drama go dey tonight ooo! Lol #bbnaija",1,0
"NEVER FORGET, these people will calmly strap a Bomb on &amp; walk into a CROWD! 72 Virgins is their inspiration. DANGEROUS! https://t.co/jH2f8sOtXl",1,0
"@realDonaldTrump THE 113 BILLIONS WE SPEND ON ILLEGALS + MORE BILLIONS ON REFUGEES, CAN TAKE ALL HOMELESS OFF STREETS, CHANGE THEIR LIVES https://t.co/gCB07Ux8V9",1,0
Here are 5 actors and directors who are COLOURBLIND. Eddie Redmayne appears. Take a look here: https://t.co/sClnQ4KAU0 https://t.co/DeazXeh9bw,1,0
"Analysis | If white America is in 'crisis,' what have black Americans been living through? https://t.co/9FFVupEBJx",1,0
FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!  FUGLY !!,1,0
A picture of yourself with a fag hanging out of your mouth ... why would you seriously think that's a good look,1,0
i assure you the yellow fellas would only be able to see thru an external monitor https://t.co/LuEDq9XEvy,1,0
